date,avg_daily_kwh,peak_hour_kwh,weekly_std_kwh,day_night_ratio
2006-12-16,3.0534747474747475,3.454608695652174,1.2040017622320227,1.4380524276546796
2006-12-17,2.354486111111111,3.2829066666666664,1.2040017622320227,1.043135033505279
2006-12-18,1.5304347222222223,2.4784466666666667,1.4358370999426562,1.2917417988889792
2006-12-19,1.1570791666666667,2.1083399999999997,1.4358370999426562,1.3152966875380399
2006-12-20,1.5456583333333334,2.7761,1.4358370999426562,0.7570677487092853
2006-12-21,1.1924402777777778,1.9625399999999997,1.4358370999426562,1.0951350216942501
2006-12-22,1.6259291666666669,3.2413333333333334,1.4358370999426562,0.74630278801259
2006-12-23,3.314851388888889,4.18392,1.4358370999426562,1.187328906790573
2006-12-24,1.7708416666666669,0.7207733333333334,1.4358370999426562,1.4559538783663264
2006-12-25,1.9049444444444443,2.3876733333333333,1.4030644353790571,1.1660702271944812
2006-12-26,2.7320208333333333,3.1520866666666665,1.4030644353790571,1.2518949389303629
2006-12-27,1.0616388888888888,1.5489533333333332,1.4030644353790571,1.1072742009296068
2006-12-28,1.4393319444444443,2.9954066666666663,1.4030644353790571,0.6932680634551315
2006-12-29,2.204438888888889,2.4723866666666665,1.4030644353790571,0.8140066996812452
2006-12-30,1.9460666666666666,3.0621933333333335,1.4030644353790571,1.9258477363419386
2006-12-31,2.426525,2.492713333333333,1.4030644353790571,1.8167415014792303
2007-01-01,1.9090305555555556,0.9345000000000001,1.1906883435424107,1.4007762120015927
2007-01-02,0.8814138888888889,1.9043066666666668,1.1906883435424107,0.7357880571541104
2007-01-03,0.7042041666666666,0.47540666666666664,1.1906883435424107,0.9585557675816408
2007-01-04,2.2634805555555553,2.03564,1.1906883435424107,1.2514633698191457
2007-01-05,1.8842805555555555,2.4658666666666664,1.1906883435424107,0.604676771679155
2007-01-06,1.047484722222222,1.12324,1.1906883435424107,1.8102372825779143
2007-01-07,1.6997361111111111,3.75886,1.1906883435424107,0.8151278202625819
2007-01-08,1.5565,2.70656,1.4003517547586333,0.7898776754014
2007-01-09,1.2979541666666667,2.6539733333333335,1.4003517547586333,0.9035152399032077
2007-01-10,1.496388888888889,2.6015333333333333,1.4003517547586333,1.4253147574122471
2007-01-11,1.5661069444444444,3.69564,1.4003517547586333,0.8483499875421273
2007-01-12,1.014788888888889,1.83288,1.4003517547586333,0.8038375319712037
2007-01-13,2.2130652777777775,3.466846666666667,1.4003517547586333,0.9150513674757585
2007-01-14,2.090992361111111,3.2791300000000003,1.4003517547586333,0.8177372257045248
2007-01-15,1.4921375,2.2755199999999998,1.3916357946381486,0.9988632029396716
2007-01-16,1.1711138888888888,2.1493533333333334,1.3916357946381486,1.399966983454726
2007-01-17,1.977561111111111,2.8215333333333334,1.3916357946381486,1.6454929721393867
2007-01-18,1.2649041666666667,2.765426666666667,1.3916357946381486,0.7572554021174331
2007-01-19,1.0280833333333335,1.40086,1.3916357946381486,1.0854439830284044
2007-01-20,2.1762027777777777,3.7178533333333332,1.3916357946381486,1.0789815171096104
2007-01-21,2.366154166666667,4.76348,1.3916357946381486,0.7824547122867445
2007-01-22,1.5142319444444445,2.6478466666666667,1.218531554830983,1.1263693934588972
2007-01-23,1.2344722222222222,2.9064733333333335,1.218531554830983,0.49294445088326644
2007-01-24,2.074898611111111,2.1062399999999997,1.218531554830983,1.4664552301642073
2007-01-25,1.1085722222222223,2.31032,1.218531554830983,0.8772964289662276
2007-01-26,1.1235916666666665,1.4639466666666667,1.218531554830983,1.1484329977399899
2007-01-27,1.4194944444444444,1.7308466666666666,1.218531554830983,1.6336518342146222
2007-01-28,2.1475173611111114,3.0353833333333333,1.218531554830983,1.1296050166929272
2007-01-29,1.37685,2.4193200000000004,1.3269425621780973,1.1688844159537928
2007-01-30,1.1859708333333334,2.551746666666667,1.3269425621780973,0.8526009993079045
2007-01-31,1.6414944444444444,2.2516333333333334,1.3269425621780973,1.7394576602762457
2007-02-01,1.2671944444444445,2.0090333333333334,1.3269425621780973,1.1300219683758108
2007-02-02,1.15815,1.3220933333333333,1.3269425621780973,0.9665724103287338
2007-02-03,2.7984180555555556,4.09426,1.3269425621780973,0.6108449724578474
2007-02-04,2.4971805555555555,2.7284466666666667,1.3269425621780973,0.8400877689433442
2007-02-05,1.1425555555555555,1.9523933333333332,1.2521506669503109,1.0372058007766065
2007-02-06,0.8843611111111112,1.331,1.2521506669503109,1.2234016921513649
2007-02-07,1.6166791666666667,2.19234,1.2521506669503109,1.6051368245776199
2007-02-08,1.2509819444444443,2.5224599999999997,1.2521506669503109,0.8831896263339242
2007-02-09,1.1251375000000001,1.41588,1.2521506669503109,1.0733969609250829
2007-02-10,1.964811111111111,3.33194,1.2521506669503109,0.9008935649883769
2007-02-11,2.4800194444444443,2.76784,1.2521506669503109,1.0796203231911488
2007-02-12,1.3038958333333333,1.9920933333333335,1.3357927715891635,1.189678617160477
2007-02-13,0.9823236111111111,2.2374666666666667,1.3357927715891635,0.7421246702448133
2007-02-14,1.735188888888889,2.1884,1.3357927715891635,2.0380468351044425
2007-02-15,1.3787125,2.5767733333333336,1.3357927715891635,0.7038349773691194
2007-02-16,1.182311111111111,2.1148333333333333,1.3357927715891635,0.5339637873371007
2007-02-17,1.4423,1.7705466666666667,1.3357927715891635,0.7104765983380413
2007-02-18,2.6595569444444447,3.1038533333333334,1.3357927715891635,1.292350972962943
2007-02-19,1.5184819444444444,3.1769533333333335,1.3155894686939644,0.5876113956456773
2007-02-20,2.18745,2.134866666666667,1.3155894686939644,0.7961981314550565
2007-02-21,1.4394958333333332,2.8095399999999997,1.3155894686939644,0.744605533588854
2007-02-22,2.3454305555555557,3.3262866666666664,1.3155894686939644,0.5585435590363981
2007-02-23,0.9121388888888889,0.39430000000000004,1.3155894686939644,3.4373125050674305
2007-02-24,0.4964736111111111,0.39506,1.3155894686939644,1.6043378795826777
2007-02-25,0.3484305555555556,0.2777866666666667,1.3155894686939644,1.0391293038982994
2007-02-26,0.3947805555555556,0.2731866666666667,0.844942278946761,0.829876266625465
2007-02-27,0.35979999999999995,0.47437333333333337,0.844942278946761,1.0104770552490046
